,,,上客,,,,,下客
44243,106612724,29692992,197.85562,,56992,106532088,29457416,642.951098
44244,106612473,29690687,207.971324,,56993,106527509,29460439,637.623435
44245,106609116,29685241,207.189468,,56994,106524172,29462643,647.543586
44246,106599313,29677283,206.807188,,56995,106521419,29464375,633.96187
44247,106595891,29674667,210.267701,,56996,106514679,29465410,537.36438
44248,106593982,29672481,224.429174,,56997,106518779,29463908,646.835528
44249,106593094,29669407,276.769836,,56998,106514639,29468484,444.734024
44250,106591168,29663292,305.911477,,56999,106512172,29471176,318.967244
44251,106589884,29660891,352.922583,,57000,106510329,29475363,102.745788
44252,106587201,29652822,333.969712,,57002,106513688,29475414,683.304877
44253,106587649,29651681,418.03695,,57003,106539006,29455308,510.696339
44254,106596300,29646669,263.896701,,57004,106547648,29465311,623.367273
44255,106598858,29624306,336.287777,,330-2,经度,维度,5458.880467
44256,106603941,29624869,361.767786,,57005,106547537,29465356,102.37957
44257,106615226,29627752,358.509905,,57006,106512172,29471176,63.079365
44258,106619649,29628275,442.19405,,57007,106514639,29468484,327.666784
44259,106623190,29626988,436.036155,,57008,106518779,29463908,417.027584
44486,106579870,29648648,4350.386302,,57009,106540998,29467916,518.20504
44487,106546349,29552245,590.955584,,57010,106539382,29467252,275.883993
44488,106540972,29559385,2924.719472,,57011,106539254,29459022,308.081826
44489,106533604,29569094,3816.551959,,57012,106538995,29455307,385.98554
44490,106524961,29574935,3765.916964,,57013,106533367,29456574,416.078861
44491,106525449,29582619,3619.926762,,57014,106527028,29460756,459.469706
44492,106521164,29591685,3901.470298,,57015,106525326,29461880,450.25918
44493,106516768,29612732,4641.228261,,57016,106521367,29464380,497.336941
44495,106572070,29646990,4122.487334,,57017,106514679,29465405,525.213764
44496,106574207,29645994,4242.892657,,57018,106510173,29476026,528.689484
44497,106583406,29651012,4148.600843,,57019,106551040,29464872,183.522829
44498,106586226,29652044,3828.44517,,331-1,经度,维度,1001.386139
44499,106589884,29660891,3658.973688,,43435,106599427,29530956,94.491879
44500,106591175,29663310,3611.29937,,43436,106597338,29526235,202.669023
44501,106593094,29669407,3466.385052,,43437,106594435,29522893,207.87955
44502,106593982,29672481,3194.358526,,43438,106593024,29520646,107.452484
44503,106596009,29674739,2949.113609,,43439,106591616,29515579,76.308786
44504,106599254,29677231,3103.443229,,43440,106587408,29509120,72.230638
44505,106598176,29679145,3342.782368,,43441,106587302,29498538,39.387445
44506,106599500,29685250,3306.333999,,43442,106585886,29494970,43.987961
44507,106596082,29686839,3025.85734,,43443,106586518,29490337,42.93533
44508,106594165,29686172,2509.752925,,43444,106588075,29489804,39.052536
44509,106594146,29688461,2561.622665,,43445,106587530,29485313,34.337359
44511,106598244,29690385,2964.958009,,43446,106600309,29535799,40.653148
44512,106597515,29694868,3440.970334,,331-2,经度,维度,623.831699
44513,106599735,29700461,3546.087297,,43448,106583081,29477028,12.54423
44514,106600364,29703420,3714.337441,,43449,106587530,29485313,27.070545
44515,106603470,29705770,3569.16579,,43450,106588075,29489804,38.920402
44516,106604383,29708875,3170.721787,,43451,106586518,29490337,42.872904
44517,106604427,29713005,2238.047571,,43452,106585886,29494970,55.499759
44518,106604454,29714771,1613.93068,,43453,106587302,29498538,58.735541
44519,106579870,29648648,3481.206647,,43454,106587408,29509120,64.500576
44521,106540972,29559385,2548.366574,,43455,106591616,29515579,69.711102
44522,106539923,29564479,3943.867199,,43456,106593024,29520646,72.184787
44523,106532762,29571396,3984.210092,,43457,106594435,29522893,68.921629
44524,106530925,29573857,4027.952942,,43458,106597338,29526235,63.921629
44525,106531995,29579236,3384.623977,,43459,106599427,29530956,48.948595
44526,106521235,29591486,3999.745,,332-1,经度,维度,12985.5782
44527,106515991,29605988,4432.245906,,53641,106534300,29460093,296.574305
44528,106567460,29642363,3435.48493,,53642,106532289,29460958,640.575262
44529,106571173,29646491,3585.994202,,53643,106529480,29459987,709.926861
44530,106574207,29645994,3562.307851,,53644,106524120,29462677,688.704967
44531,106583489,29651299,3358.962607,,53645,106521957,29464459,796.185967
44532,106586033,29652011,3300.563494,,53646,106526691,29469467,1085.381087
44533,106589145,29659734,3441.071656,,53647,106529986,29468826,1170.736005
44534,106591175,29663310,3456.162525,,53648,106533648,29469593,1260.067774
44535,106593164,29669719,3230.140091,,53649,106537458,29468870,1200.338395
44536,106593982,29672481,3343.094169,,53650,106539382,29467253,1032.763298
44537,106595891,29674667,3472.789195,,53651,106539300,29459560,960.705501
44538,106599320,29677289,3747.436721,,53652,106539642,29456802,989.072357
44539,106599499,29685250,3471.201188,,53653,106527037,29460750,739.137387
44541,106596082,29686839,2735.225324,,53654,106526456,29464445,644.460663
44542,106594165,29686172,2714.796795,,53655,106533342,29456591,770.948374
44543,106593831,29688320,2619.821512,,335-1,经度,维度,1759.688721
44544,106598784,29690638,2777.428743,,2020,106625992,29559692,478.473762
44545,106599383,29691655,3551.691591,,2021,106637468,29563779,409.708967
44546,106597515,29694868,3741.385885,,2022,106641369,29563571,360.489476
44547,106599741,29700512,3643.720808,,2023,106644262,29562467,297.4902
44548,106600240,29703138,3456.938319,,2024,106663202,29562904,112.684211
44549,106602881,29705649,2879.225893,,2025,106667030,29563966,100.842105
44550,106604407,29710689,1405.541438,,335-2,经度,维度,1376.704187
44551,106604422,29712531,845.982305,,2026,106637468,29563779,272.368521
44557,106618877,29702472,837.951426,,2027,106641369,29563571,254.552173
44558,106612095,29700047,894.530373,,2028,106644262,29562467,277.327548
44559,106606449,29696559,848.004057,,2029,106663202,29562904,265.61384
44560,106602995,29693972,722.951426,,2030,106667030,29563966,160
44561,106600187,29690193,624.004057,,2031,106670706,29561293,146.842105
44562,106604285,29683101,658.372096,,338-1,经度,维度,24123.49073
44563,106599261,29677238,676.243588,,19607,106596941,29604418,658.299651
44564,106595891,29674667,670.10651,,19608,106592469,29597644,944.632749
44565,106593982,29672481,672.980557,,19609,106591370,29583751,859.57122
44566,106593164,29669719,765.33328,,19610,106585972,29585522,803.892995
44567,106589884,29660891,918.394044,,19611,106583998,29585731,1142.802656
44571,106587717,29651618,1152.371903,,19612,106586300,29576496,1125.248864
44573,106516664,29612460,1082.289948,,19613,106589806,29572180,1235.635487
44574,106515991,29605988,1149.847865,,19614,106590762,29566605,1338.74577
44575,106518332,29598242,1010.533384,,19615,106590606,29560362,1312.435804
44576,106521600,29590479,831.644004,,19616,106589348,29557076,1342.18606
44577,106520777,29586170,895.811768,,19617,106586426,29551075,1242.155803
44578,106510937,29585985,615.774697,,19618,106579906,29546251,1040.624
44616,106618890,29702507,441.002328,,19619,106577037,29545496,1015.443022
44617,106611605,29699974,1540.496409,,19620,106577637,29540687,1061.460176
44618,106607043,29697034,1873.205821,,19621,106574252,29538719,954.408609
44619,106602955,29693932,1875.901216,,19622,106570333,29533069,952.899178
44620,106600287,29690026,1709.368688,,19623,106560212,29539042,1204.531231
44621,106579882,29648655,1916.427486,,19624,106559059,29553799,1104.759919
44622,106496597,29577200,2270.84594,,19625,106562250,29563825,989.259668
44623,106487963,29572157,1929.867936,,19626,106558469,29565923,934.284657
44624,106480106,29568231,1854.325531,,19627,106553288,29566788,820.95073
44625,106468018,29562795,1975.940153,,19628,106550962,29565758,597.808918
44626,106461310,29564340,1948.124847,,53656,106542688,29561328,1192.635489
44627,106456681,29565433,1996.266387,,53657,106588539,29574365,248.81807
44628,106451802,29566964,2206.643676,,338-2,经度,维度,25691.05734
44629,106445048,29565107,2322.024976,,33705,106541671,29563481,329.846852
44634,106604179,29683285,1853.763458,,33707,106550863,29565782,775.221713
44635,106599251,29677228,1796.774043,,33708,106554480,29567127,696.728433
44636,106593094,29669407,1848.252526,,33709,106560513,29564941,705.764189
44637,106589162,29659761,1996.55338,,33710,106559343,29553944,813.127422
44638,106586226,29652044,1854.60437,,33711,106560222,29539208,1059.438875
44639,106583406,29651012,1896.878029,,33712,106566545,29531902,928.86751
44640,106574207,29645994,1955.497166,,33713,106568393,29536631,1155.916733
44641,106572070,29646990,1929.959327,,33714,106568754,29539215,1179.536689
44642,106567460,29642363,1933.116448,,33715,106577347,29545586,1240.034848
44643,106516768,29612732,2580.840954,,33716,106579453,29546146,1314.593458
44644,106516009,29606258,2402.373759,,33717,106586434,29551091,1399.450575
44645,106518165,29598505,2208.821567,,33718,106589698,29557789,1486.132015
44646,106521164,29591685,2132.836403,,33719,106590653,29560620,1510.753419
44647,106521620,29585980,1743.261811,,33720,106590779,29566417,1495.140944
44648,106508536,29585945,2162.831898,,33721,106589861,29571956,1285.030821
44649,106504358,29583544,2345.152425,,33722,106586264,29576528,1197.145505
44650,106502201,29580075,2430.050221,,33723,106583621,29585794,1144.458011
44654,106516768,29612732,1064.572122,,33724,106586109,29585098,847.292104
44655,106516009,29606258,1021.89003,,33725,106587538,29585983,970.552293
44656,106518165,29598505,994.660687,,33726,106592469,29597644,1105.412116
44657,106521164,29591685,967.706385,,33728,106596941,29604418,773.568066
44658,106521620,29585980,878.98238,,33729,106598839,29605252,150.065963
44659,106514101,29586029,860.518277,,53659,106590877,29590670,977.131013
44661,106508505,29585944,724.901198,,53660,106588564,29574339,1149.847769
44666,106618890,29702507,195.69226,,339-1,经度,维度,2064.263158
44667,106611605,29699974,579.657181,,53662,106605067,29386598,1001.526316
44668,106607043,29697034,705.836794,,53663,106605880,29370243,1062.736842
44669,106602955,29693932,732.092722,,339-2,经度,维度,2299.842105
44670,106600287,29690026,728.163107,,53664,106605871,29370262,1058.526316
44671,106604179,29683285,817.649398,,53665,106596912,29336590,1241.315789
44672,106599319,29677288,638.091656,,341-1,经度,维度,54747.01213
44673,106593094,29669407,720.59059,,53680,106455702,29529767,321.62602
44674,106589223,29659856,782.582009,,53681,106454774,29524320,893.069185
44675,106587820,29651521,901.504268,,53682,106454476,29521986,1101.525082
44709,106558721,29626610,513.155632,,53683,106530304,29483456,1510.50052
44710,106551728,29630038,551.239669,,53684,106461853,29522359,2961.030485
44712,106557092,29639025,752.143612,,53685,106468091,29523556,1752.815374
44713,106562772,29642049,799.855465,,53686,106473314,29528099,1872.609412
44715,106567460,29642363,1226.068566,,53687,106480678,29530444,2191.005961
44716,106572410,29633942,1236.018065,,53688,106484699,29525024,2395.876913
44717,106575695,29628421,1091.453571,,53689,106491515,29519177,2475.914003
44718,106578738,29623003,986.598572,,53690,106496711,29519448,2634.09104
44719,106579475,29619691,1101.843225,,53691,106500291,29519019,3196.586476
44720,106573450,29612901,974.498285,,53692,106508026,29515453,3122.313826
44721,106567864,29608070,1029.913426,,53693,106509356,29508943,1819.703938
44722,106565847,29602837,1164.82969,,53694,106506390,29503234,2034.309354
44723,106558634,29591523,919.716694,,53695,106503706,29501883,2026.386009
44752,106559371,29626939,87.819994,,53696,106506570,29500035,2498.707542
44753,106551167,29630096,498.334423,,53697,106521775,29491489,2871.964418
44755,106561810,29644009,941.757589,,53698,106525705,29469788,2110.94708
44756,106563967,29645900,996.80986,,53699,106529986,29468826,2306.361455
44757,106567460,29642363,1017.966225,,53700,106533648,29469593,2110.763881
44758,106572413,29633934,1318.124143,,53701,106537293,29468903,2006.708781
44759,106575846,29628194,1367.618934,,53702,106547496,29465372,1982.262367
44760,106578768,29622969,1415.573874,,53704,106541075,29467886,1857.652992
44761,106579417,29619649,1401.71264,,53705,106524253,29471493,2481.318279
44762,106573416,29612866,1034.693752,,53706,106514338,29497615,2210.961733
44763,106567721,29607277,885.386392,,341-2,经度,维度,52831.90272
44764,106565953,29603065,1003.452027,,53707,106454726,29524045,288.125235
44765,106559002,29592037,1068.918041,,53708,106454473,29521867,1125.79423
44791,106561706,29630664,515.02416,,53709,106461853,29522359,1679.584325
44792,106549058,29699706,743.094053,,53710,106470069,29524149,1996.13673
44793,106552719,29697156,981.594764,,53711,106471964,29526314,2074.910108
44794,106567593,29687641,828.934115,,53712,106476554,29530937,1966.934459
44795,106559865,29677192,753.919743,,53713,106484699,29525024,2310.16362
44796,106558434,29675025,713.45775,,53714,106490273,29519215,2366.173762
44797,106556764,29668084,637.341507,,53715,106500073,29518813,2359.67136
44798,106554126,29667613,583.351126,,53716,106508332,29515114,2563.968981
44799,106550267,29666893,548.79177,,53717,106509356,29508943,2010.26239
44800,106552734,29663447,640.502585,,53718,106506390,29503234,1719.947745
44801,106555795,29659709,780.046964,,53719,106521325,29491817,2196.489247
44802,106559463,29651077,711.386781,,53720,106530268,29483552,2160.546141
44803,106563752,29646118,701.136842,,53721,106526691,29469467,2453.408919
44804,106567460,29642363,775.546959,,53722,106529541,29468881,2193.601759
44805,106571301,29634821,529.461631,,53723,106534572,29469462,2041.672555
44806,106561690,29630658,437.982385,,53724,106537293,29468903,2326.082932
44807,106558676,29626587,387.251126,,53726,106457080,29525606,2240.447976
44808,106571301,29634821,660.840211,,53727,106482718,29528452,2359.137159
44809,106567460,29642363,621.100911,,53728,106496394,29519221,1444.006614
44810,106563967,29645900,758.813661,,53729,106503735,29501897,1859.739594
44811,106559367,29651205,785.367874,,53730,106506565,29500035,2265.143551
44813,106550210,29666598,518.963503,,53731,106514381,29497572,2386.436303
44814,106554264,29667588,579.85824,,53732,106547467,29465383,2246.278012
